text,label_str,label
"Who manufactures the software , `` PhotoShop '' ?",HUM:gr,5.0
How many eyes does a bat have ?,NUM:count,13.0
How do you say 2 in Latin ?,ENTY:termeq,21.0
What was Dwight Eisenhower 's favorite card game ?,ENTY:sport,30.0
"What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?",ENTY:other,14.0
What is the origin of the word nevermind ?,DESC:desc,12.0
Who was the second man to walk on the moon ?,HUM:ind,4.0
What is power steering ?,DESC:def,7.0
Where did Dikembe Mutombo go to college ?,LOC:other,16.0
What author was appointed U.S. ambassador to Spain in 1842 ?,HUM:ind,4.0
What body of water does the Yukon River empty into ?,LOC:other,16.0
Who is Westview High 's band director in Funky Winkerbean ?,HUM:ind,4.0
How does a chick breathe inside an egg ?,DESC:manner,0.0
What is Mark McGwire 's e-mail address ?,LOC:other,16.0
How many maids were milking ?,NUM:count,13.0
The Kentucky Horse Park is located near what city ?,LOC:city,22.0
What is the celtic symbol for `` life '' ?,ENTY:symbol,45.0
What kind of fruit is a Yellow Transparent ?,ENTY:food,18.0
What song put James Taylor in the limelight ?,ENTY:cremat,1.0
"What drink is formed of tequila , orange juice and galliano ?",ENTY:food,18.0
Name four comic strips about pilots .,ENTY:cremat,1.0
What geological time do we live in ?,NUM:date,8.0
How do you dunk ?,DESC:manner,0.0
Where is the massive North Korean nuclear complex located ?,LOC:other,16.0
How do plants make food ?,DESC:manner,0.0
Where is Microsoft 's corporate headquarters located ?,LOC:other,16.0
How did the Hohenzollerns build their power around 17 ?,DESC:manner,0.0
When was China 's first nuclear test ?,NUM:date,8.0
What is the name given to a group of geese ?,ENTY:animal,2.0
"Why was Washington , DC originally called District of Columbia ?",DESC:reason,9.0
How do I find a snowboarding website ?,DESC:manner,0.0
What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ?,HUM:ind,4.0
How much can a person be fined for having a dog on a beach ?,NUM:money,26.0
Why do movie and TV stars get paid so much ?,DESC:reason,9.0
What is a turnkey contract ?,DESC:def,7.0
What are people doing to help prevent the extinction of birds ?,DESC:desc,12.0
Why is the mile 528 feet ?,DESC:reason,9.0
What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?,LOC:other,16.0
How is carbon dioxide removed from natural gas ?,DESC:manner,0.0
Who is Edmund Kemper ?,HUM:desc,34.0
"What was Mao , the Chinese leader 's , full name ?",HUM:ind,4.0
When is Dick Clark 's birthday ?,NUM:date,8.0
"Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene-mapping research worldwide ?",HUM:ind,4.0
What radio station did Paul Harvey work for ?,HUM:gr,5.0
What character narrates Treasure Island ?,HUM:ind,4.0
What is the correct way to abbreviate cc. at the bottom of a business letter ?,ABBR:abb,36.0
Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?,HUM:ind,4.0
What seven digits follow the area code in the number for long distance information ?,NUM:code,42.0
What Catch-22 character is elected mayor of half a dozen Italian cities ?,HUM:ind,4.0
"Whom does Uncle Duke 's girl friend , Honey , room with ?",HUM:ind,4.0
"When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ?",HUM:ind,4.0
When was the bar-code invented ?,NUM:date,8.0
What has to be produced in a writ of habeas corpus ?,ENTY:other,14.0
What team did Babe Ruth play his first major league game for ?,HUM:gr,5.0
What class is categorized as the bourgeoisie ?,ENTY:other,14.0
What relative of Leo Tolstoy translated War and Peace eight times ?,HUM:ind,4.0
How does the Nintendo `` Zapper '' work ?,DESC:manner,0.0
How many cards is each player dealt in Contract Bridge ?,NUM:count,13.0
Who was the second person ever to wear Iron Man 's armor ?,HUM:ind,4.0
What is InterLata Internet service ?,DESC:def,7.0
Who is the director and editor of the movie Big starring Tom Hanks ?,HUM:ind,4.0
What is the `` fourth dimension '' ?,DESC:def,7.0
What is the Homelite Inc. home page ?,LOC:other,16.0
How old was Stevie Wonder when he signed with Motown Records ?,NUM:period,28.0
What is `` alternative '' anymore ?,DESC:def,7.0
Why do they call a hamburger a hamburger when there is no ham ?,DESC:reason,9.0
Who won two gold medals in skiing in the Olympic Games in Calgary ?,HUM:ind,4.0
What year was the Avery Dennison company founded ?,NUM:date,8.0
Where does the U.S. rank among world countries in area ?,NUM:ord,46.0
What are the four railways in Monopoly ?,HUM:gr,5.0
What are the names of all the seas in the world and what ocean do they drain into ?,LOC:other,16.0
What does BMW stand for ?,ABBR:exp,3.0
Name the highest mountain .,LOC:mount,25.0
What is a biologist ?,DESC:def,7.0
What revelation did Alexander Butterfield make to the Senate Watergate committee ?,DESC:desc,12.0
What island is home to statues called Mauis ?,LOC:other,16.0
What is a fear of black people ?,ENTY:dismed,24.0
What 's the most extensively grown and eaten food ?,ENTY:food,18.0
What was the worst hurricane ?,ENTY:event,10.0
How can I get started in writing for television ?,DESC:manner,0.0
Where was Pythagoras born ?,LOC:other,16.0
What 1927 silent film received an international revival in 1981 ?,ENTY:cremat,1.0
What is the price for AAA 's liability auto insurance ?,NUM:money,26.0
What is LMDS ?,ABBR:exp,3.0
Who are the top ten richest people in the world ?,HUM:ind,4.0
Who is the leader of Brunei ?,HUM:ind,4.0
What is the capital of Italy ?,LOC:city,22.0
What game does Garry Kasparov play ?,ENTY:sport,30.0
How do you get a pointsettia to turn red ?,DESC:manner,0.0
What is kept in Fort Knox that is so valuable ?,ENTY:other,14.0
What is the greatest hiking Web site ?,LOC:other,16.0
"What is the population of Arcadia , Florida ?",NUM:count,13.0
What Stephen King novel is set in a graveyard for pets ?,ENTY:cremat,1.0
Who were the head writers for the Smothers Brothers Comedy Hour ?,HUM:ind,4.0
Who portrayed Prewett in From Here to Eternity ?,HUM:ind,4.0
What was the sequel to The Pink Panther ?,ENTY:cremat,1.0
How many people live in cities ?,NUM:count,13.0
How high must a mountain be to be called a mountain ?,NUM:dist,43.0
What Scottish poet penned To a Mouse and To a Louse ?,HUM:ind,4.0
What is the name of the inventor of silly putty ?,HUM:ind,4.0
What ocean surrounds the Madeira Islands ?,LOC:other,16.0
What famous communist leader died in Mexico City ?,HUM:ind,4.0
What was John Steinbeck 's travelling companion Charley ?,ENTY:other,14.0
What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?,LOC:city,22.0
How many mines can still be found in the Falklands after the war ended ?,NUM:count,13.0
How can I get in touch with Michael Moore of `` Roger & Me '' ?,DESC:manner,0.0
How is ` qigong ' properly pronounced ?,DESC:manner,0.0
How many gallons of water go over Niagra Falls every second ?,NUM:count,13.0
What turns blue litmus paper red ?,ENTY:other,14.0
Who was the first woman to run the mile in less than 4 36893 minutes ?,HUM:ind,4.0
How many copies of an album must be sold for it to be a gold album ?,NUM:count,13.0
What is `` the soft drink for adults '' ?,ENTY:food,18.0
What is the only vegetable that starts with `` z '' ?,ENTY:food,18.0
What is a fear of machinery ?,ENTY:dismed,24.0
Who awarded The Flying Fickle Finger of Fate ?,HUM:ind,4.0
"In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?",LOC:city,22.0
What hide-and-seek game is played around a tin can ?,ENTY:sport,30.0
What is the largest city in Texas ?,LOC:city,22.0
"What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?",HUM:ind,4.0
What drink is the best thirst-quencher ?,ENTY:food,18.0
Where can I get a map of Prussia on the Internet ?,LOC:other,16.0
What was the longest war in U.S. history ?,ENTY:event,10.0
What is a `` node '' in computer terms ?,DESC:def,7.0
What are the five richest countries in the world ?,LOC:country,19.0
Where is McCarren Airport ?,LOC:other,16.0
What are the top boy names in the U.S. ?,HUM:ind,4.0
How many tiles did the Space Shuttle Columbia lose on its second flight ?,NUM:count,13.0
How many teaspoons make up a tablespoon ?,NUM:count,13.0
Who was the lyricist and who was the composer between Gilbert and Sullivan ?,HUM:ind,4.0
Who was the lawyer for Randy Craft ?,HUM:ind,4.0
What is the origin of the word Marijuana ?,DESC:desc,12.0
Who was the 3rd president of the United States ?,HUM:ind,4.0
What organ contains the islands of Langerhans ?,ENTY:body,23.0
Name Dick Tracy 's two children .,HUM:ind,4.0
What is a fear of points ?,ENTY:dismed,24.0
What fraction of a beaver 's life is spent swimming ?,NUM:perc,41.0
How can SQL queries be improved ?,DESC:manner,0.0
What is the most radioactive food ?,ENTY:food,18.0
What was the previous name for the Commonwealth ?,HUM:gr,5.0
How much will gas be taxed in California by the year 2000 ?,NUM:money,26.0
Who gave King Arthur the round table ?,HUM:ind,4.0
What state in the United States covers the largest area ?,LOC:state,11.0
How do you make a computer chip ?,DESC:manner,0.0
Who became president of the U.S. in 1789 ?,HUM:ind,4.0
Who wrote `` The Scarlet Letter '' ?,HUM:ind,4.0
Who did Sara Jane Moore try to assassinate ?,HUM:ind,4.0
What is Linux ?,DESC:def,7.0
How many dots make up the symbol for `` because '' ?,NUM:count,13.0
What title did Shevardnadze have during the Soviet era ?,HUM:title,6.0
What did the pyramid-builders of Egypt mainly eat ?,ENTY:food,18.0
What 's the international radio code word for the letter F ?,ENTY:word,39.0
What are the 28 tenses in the English language ?,ENTY:other,14.0
Which king signed the Magna Carta ?,HUM:ind,4.0
What software offers inventors use of CAD-like design ?,ENTY:cremat,1.0
What is agent orange ?,DESC:def,7.0
Name the child left on a doorstep at the beginning of Gasoline Alley .,HUM:ind,4.0
How many zip codes are there in the U.S. ?,NUM:count,13.0
"In Beetle Bailey , can you name Sarge 's dog ?",ENTY:animal,2.0
Why shouldn 't you remove a bee stinger with tweezers ?,DESC:reason,9.0
Which college did Dikembe Mutombo play basketball for ?,HUM:gr,5.0
Why did Europeans first come to Australia and Oceania ?,DESC:reason,9.0
What did the Confederate Constitution say about slavery ?,DESC:desc,12.0
How long does it take the Milky Way Galaxy to make one revolution ?,NUM:period,28.0
How many people own pets ?,NUM:count,13.0
What web sites are linked to the Report on Genesis Eldercare ?,LOC:other,16.0
What is a fear of lice ?,ENTY:dismed,24.0
How long does it take different materials to decompose ?,NUM:period,28.0
How many colors are there in a rainbow ?,NUM:count,13.0
What was Darth Vader 's son named ?,HUM:ind,4.0
What problems contributed to the high failure rate of Plains farmers in the 1800s ?,DESC:reason,9.0
What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?,HUM:ind,4.0
Where is McCarren Airport located ?,LOC:other,16.0
How effective are condoms in protecting against AIDS ?,DESC:manner,0.0
"What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?",LOC:other,16.0
How many Marx Brothers were there ?,NUM:count,13.0
How tall is the Matterhorn ?,NUM:dist,43.0
What country is proud to claim Volcano National Park ?,LOC:country,19.0
When was Babe Ruth born ?,NUM:date,8.0
Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?,HUM:ind,4.0
What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?,ENTY:cremat,1.0
What direction do most baseball pitchers pitch toward ?,LOC:other,16.0
How many Beanie Baby sites are there ?,NUM:count,13.0
How can I call a friend in another country when I do not know the telephone number ?,DESC:manner,0.0
What is 55 times sweeter than cane sugar ?,ENTY:food,18.0
Where are diamonds mined ?,LOC:other,16.0
How do they get Teflon to stick to the pan ?,DESC:manner,0.0
How much money did the Marcos steal from their country ?,NUM:money,26.0
Who makes the `` cross-your-heart bra '' ?,HUM:ind,4.0
Who is Archie Bunker 's son-in-law ?,HUM:ind,4.0
What company produces Spumante ?,HUM:gr,5.0
What is the origin of music ?,DESC:desc,12.0
What does `` B.Y.O.B. '' mean ?,ABBR:exp,3.0
What major airline has the best safety record in the world ?,HUM:gr,5.0
What President became Chief Justice after his presidency ?,HUM:ind,4.0
How many innings constitute an official baseball game ?,NUM:count,13.0
What city has a newspaper called The Plain Dealer ?,LOC:city,22.0
What U.S. state boasts Leif Ericson Park ?,LOC:state,11.0
How many flavors does Baskin & Robbins offer ?,NUM:count,13.0
Who was chief engineer of the Starship Enterprise ?,HUM:ind,4.0
How does crosstalk relate to InSb thickness in infrared detectors ?,DESC:manner,0.0
What mayor made so many TV appearances he was asked to join AFTRA in 1984 ?,HUM:ind,4.0
Which type of submarine was bought recently by South Korea ?,ENTY:veh,47.0
How much in miles is a ten K run ?,NUM:count,13.0
When was Beethoven born ?,NUM:date,8.0
Who is the most sexy celebrity ?,HUM:ind,4.0
What detective lives on Punchbowl Hill and has 11 children ?,HUM:ind,4.0
Where did the ukulele originate ?,LOC:other,16.0
Rotary engines used to be made by whom ?,HUM:ind,4.0
What does seccession mean ?,DESC:def,7.0
Who portrayed the title character in the film The Day of the Jackal ?,HUM:ind,4.0
What is the name of the gulf between Sweden and Finland ?,LOC:other,16.0
Who was the first X-Man to die in battle ?,HUM:ind,4.0
What will the weather be today ?,DESC:desc,12.0
Who is the President of Ghana ?,HUM:ind,4.0
Which sex is denied voting rights in Kuwait ?,ENTY:other,14.0
What two countries is Andorra nestled between ?,LOC:country,19.0
How long ago was the Roe vs. Wade decision by the Supreme Court ?,NUM:period,28.0
What terrorist group was headed by Donald DeFreeze ?,HUM:gr,5.0
What are the four largest mountain ranges in the continental United States ?,LOC:mount,25.0
What is the size of the student body at the University of Massachusetts in Amherst ?,NUM:other,37.0
How can I determine the radius of an ellipse ?,DESC:manner,0.0
Who starred in the movie The War of the Worlds ?,HUM:ind,4.0
How many different kinds of ice cream are there ?,NUM:count,13.0
"What actor , who had greatest fame on TV , became the father of triplets ?",HUM:ind,4.0
What is the Homelite Inc. home page ?,LOC:other,16.0
What is the Golden Rule ?,DESC:def,7.0
What is a movie that Kevin Costner made about Sioux Indians ?,ENTY:cremat,1.0
What were millions of kids wearing on their heads in 1955 ?,ENTY:other,14.0
How does color affect a person psychologically ?,DESC:manner,0.0
What is Columbia Tristar 's phone number ?,NUM:code,42.0
What type of animal is the easiest kept pet there is ?,ENTY:animal,2.0
What is sound ?,DESC:def,7.0
"What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?",ENTY:animal,2.0
What are the current immigration laws in US ?,DESC:desc,12.0
What were the five opening words on Ben Casey ?,ENTY:word,39.0
Why does it say on children 's cough syrup not to drive while using this medication ?,DESC:reason,9.0
What hair color can I use to just cover a little gray ?,ENTY:color,20.0
Where was Tesla born ?,LOC:other,16.0
What does Larry King do for a living ?,HUM:title,6.0
Who shot Lee Harvey Oswald ?,HUM:ind,4.0
When did Jaco Pastorius die ?,NUM:date,8.0
What blood sport features a movement called a veronica ?,ENTY:sport,30.0
What was spawned the term `` MiG Alley '' ?,ENTY:termeq,21.0
What 's the most common street name in America ?,LOC:other,16.0
What is the difference between khaki and chino ?,DESC:desc,12.0
What is the origin of infinity ?,DESC:desc,12.0
What alloy do copper and tin form ?,ENTY:substance,29.0
What plants are found in an estuary ?,ENTY:plant,31.0
What are the side effects of mevacor ?,DESC:desc,12.0
What are the top 5 tallest buildings in the world ?,LOC:other,16.0
Colin Powell is best known for what achievement ?,DESC:reason,9.0
What was the name of the computer in ` 2001 : A Space Odyssey ' ?,ENTY:product,27.0
Who portrayed Renaud in Casablanca ?,HUM:ind,4.0
What country has problems with hooligans ?,LOC:country,19.0
What planet did Percival Lovell discover ?,LOC:other,16.0
How often are brain cells replaced ?,NUM:count,13.0
How much did Mercury spend on advertising in 1993 ?,NUM:money,26.0
What kind of rocket launched the Surveyor spacecraft ?,ENTY:veh,47.0
What country contains the westernmost point in South America ?,LOC:country,19.0
What did Abolitionists try to end ?,ENTY:other,14.0
What 's the American dollar equivalent for 8 pounds in the U.K. ?,NUM:count,13.0
Why should cigarette smoking be banned ?,DESC:reason,9.0
What year did Charles Dicken die ?,NUM:date,8.0
What D.H. Lawrence novel was originally titled Tenderness ?,ENTY:cremat,1.0
What rock group raised a ruckus at the White House by singing American Woman ?,HUM:gr,5.0
What is a fear of night or darkness ?,ENTY:dismed,24.0
What is the origin of the rock band Led Zeppelin 's name ?,DESC:desc,12.0
How was Lawrence,DESC:manner,0.0
How do I know if I am pregnant ?,DESC:manner,0.0
When did the last Americans leave Vietnam ?,NUM:date,8.0
What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?,HUM:ind,4.0
"What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?",HUM:gr,5.0
Who was Confucius ?,HUM:desc,34.0
What snack food has ridges ?,ENTY:food,18.0
What 's the most popular four-player game of all time ?,ENTY:sport,30.0
What 's the meaning of the name Tatiana ?,DESC:def,7.0
How many people died when the Estonia sank in 1994 ?,NUM:count,13.0
What Southern California town is named after a character made famous by Edgar Rice Burroughs ?,LOC:city,22.0
How many colors are there in a rainbow ?,NUM:count,13.0
What is the habitat of the chickadee ?,LOC:other,16.0
What drug is often used to treat AIDS patients ?,ENTY:dismed,24.0
Which of the five senses develops first ?,ENTY:other,14.0
Where did the name root beer come from ?,DESC:desc,12.0
What city 's the kickoff point for climbs of Mount Everest ?,LOC:city,22.0
What is the average salary of a paleontologist ?,NUM:money,26.0
Where is the largest post office building in the world ?,LOC:other,16.0
Who is currently the most popular singer in the world ?,HUM:ind,4.0
Who was the first animal into space ?,ENTY:animal,2.0
What is the correct way to mount a roll of toilet paper ?,ENTY:techmeth,32.0
What Jules Verne novel features scientists held captive in the submarine Nautilus ?,ENTY:cremat,1.0
Why is Rush 's 2112 called 2112 ?,DESC:reason,9.0
What 's the state motto of California ?,DESC:desc,12.0
What function does homeostasis have on the existence of an organism ?,DESC:reason,9.0
"What company started out making pies , and wound up manufacturing plastic throwing toys ?",HUM:gr,5.0
What does the acronym CPR mean ?,ABBR:exp,3.0
The Jewish alphabet is called what ?,ENTY:termeq,21.0
What are the Baltic States ?,DESC:def,7.0
How many endangered species are there in the world ?,NUM:count,13.0
Which large U.S. city had the highest murder rate for 1988 ?,LOC:city,22.0
"Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?",HUM:ind,4.0
Who invented basketball ?,HUM:ind,4.0
How has TV affected our society ?,DESC:manner,0.0
When was the last major eruption of Mount St. Helens ?,NUM:date,8.0
What was the name of Humphrey Bogart 's club in Casablanca ?,HUM:gr,5.0
What U.S. Government agency registers trademarks ?,HUM:gr,5.0
What is osmosis ?,DESC:def,7.0
What format was the major competition of VHS ?,ENTY:other,14.0
What hockey player did Ronald Reagan joke he would swap Texas for ?,HUM:ind,4.0
What is the world 's deadliest infectious disease ?,ENTY:dismed,24.0
Which infectious disease is the world 's deadliest ?,ENTY:dismed,24.0
"What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?",HUM:ind,4.0
How much did the first Barbie doll sell for in 1959 ?,NUM:money,26.0
What country was General Douglas McArthur in when he was recalled by President Truman ?,LOC:country,19.0
What are the five most popular Usenet groups ?,HUM:gr,5.0
What are the seven deadly sins ?,DESC:desc,12.0
"What is the latitude and longitude of El Paso , Texas ?",NUM:other,37.0
What does the name Melissa mean ?,DESC:def,7.0
What is the nature of snow and how is the formation of snow different from that of ice ?,DESC:desc,12.0
How many head injuries are there in recreational ice skating each year ?,NUM:count,13.0
A normal human pregnancy lasts how many months ?,NUM:count,13.0
What kind of sports team is the Buffalo Sabres ?,ENTY:sport,30.0
What impenetrable system of French fortifications was built along the German frontier before World War II ?,ENTY:other,14.0
What are new computer games for Windows 95 or 98 ?,ENTY:sport,30.0
Who domesticated the wild turkey ?,HUM:ind,4.0
How can I get someone 's phone number if I only have their screen name ?,DESC:manner,0.0
What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?,ENTY:sport,30.0
What country does Ileana Cotrubas come from ?,LOC:country,19.0
What 's the motto of the Boy Scouts ?,DESC:desc,12.0
What two European countries are joined by the Gran San Bernardo Pass ?,LOC:country,19.0
What movie did Steven Spielberg direct in 1975 ?,ENTY:cremat,1.0
What kind of creatures are the Canary Islands named for ?,ENTY:animal,2.0
What was the name of the US helicopter pilot shot down over North Korea ?,HUM:ind,4.0
What 's a male `` cuckquean '' ?,DESC:def,7.0
"What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina ?",DESC:reason,9.0
"Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' .",HUM:ind,4.0
What does RCA stand for ?,ABBR:exp,3.0
Why are ice cream sundaes called sundaes ?,DESC:reason,9.0
What 's the singular of dice ?,ENTY:word,39.0
Who is Olive Oyl 's brother ?,HUM:ind,4.0
"What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?",ENTY:dismed,24.0
What was the first video ever made ?,ENTY:cremat,1.0
What 's the favorite food of dragonflies ?,ENTY:food,18.0
What king boycotted Prince Charles 's wedding ?,HUM:ind,4.0
What does Nicholas Cage do for a living ?,HUM:title,6.0
What was the nickname of model Leslie Hornby ?,HUM:ind,4.0
Where is the Taj Mahal ?,LOC:other,16.0
What 's distinctive about a palmiped 's feet ?,DESC:desc,12.0
In 139 the papal court was forced to move from Rome to where ?,LOC:other,16.0
What is the first day of the week ?,NUM:date,8.0
What is goulash ?,DESC:def,7.0
What capital is built around Monument Circle which contains soldiers and sailors monument ?,LOC:city,22.0
Name the men 's cologne that is associated with the sea .,ENTY:other,14.0
How does a parachute work ?,DESC:manner,0.0
What is the first book of the Old Testament ?,ENTY:cremat,1.0
How many of them are in sub-Saharan Africa ?,NUM:count,13.0
"What is the history of Spartacus , the Roman slave and gladiator ?",DESC:desc,12.0
What famed wall supports the Badaling turret ?,LOC:other,16.0
"Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?",HUM:ind,4.0
What is object-oriented design ?,DESC:def,7.0
What does Melissa mean ?,DESC:def,7.0
What is form drag ?,DESC:def,7.0
Who were John F. Kennedy 's dogs ?,ENTY:animal,2.0
Where are good science sites on the Internet ?,LOC:other,16.0
What woman was Time 's Man of the Year for 1952 ?,HUM:ind,4.0
What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?,DESC:reason,9.0
Who wrote The Ugly Duckling ?,HUM:ind,4.0
Who designed London Bridge ?,HUM:ind,4.0
"How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?",NUM:count,13.0
How many flavors of ice cream does Howard Johnson 's have ?,NUM:count,13.0
What weapon did the crossed slits in English castles accommodate ?,ENTY:other,14.0
How can I stop or slow down aging ?,DESC:manner,0.0
Where are the busiest Amtrak rail stations in the U.S. ?,LOC:other,16.0
How many freckles does Howdy Doody have on his face ?,NUM:count,13.0
"How does Cos Cob , CT get its name ?",DESC:manner,0.0
Who was considered to be the father of psychology ?,HUM:ind,4.0
How did Super President gain his powers on the animated series ?,DESC:manner,0.0
How tall was the animated King Kong ?,NUM:dist,43.0
What are values ?,DESC:def,7.0
What is the population of Japan ?,NUM:other,37.0
Name an American made motorcycle .,ENTY:veh,47.0
Where was the largest concentration camp in World War II ?,LOC:other,16.0
How much did Alaska cost when bought from Russia ?,NUM:money,26.0
How many events make up the decathlon ?,NUM:count,13.0
What causes blue balls ?,DESC:reason,9.0
What were the first bodies visited by spacecraft ?,LOC:other,16.0
Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?,HUM:ind,4.0
Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?,HUM:ind,4.0
Name of the lady the Great Gatsby pines for ?,HUM:ind,4.0
What does a chef coddle eggs in ?,ENTY:other,14.0
How many bails are there in a cricket wicket ?,NUM:count,13.0
What city was Martin Luther King Jr. assassinated in ?,LOC:city,22.0
"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?",HUM:ind,4.0
Where 's the Bernini-Bristol Hotel ?,LOC:other,16.0
Who said `` What contemptible scoundrel stole the cork from my lunch ? '',HUM:ind,4.0
What is the capital of Kosovo ?,LOC:city,22.0
What kind of company is 7-Eleven ?,HUM:gr,5.0
How many letters appear with the numbers 2 to 9 on a telephone dial ?,NUM:count,13.0
What were the first three cities to have a population of more than a million ?,LOC:city,22.0
How did the months of the year get there name ?,DESC:manner,0.0
What scale measures earthquakes ?,ENTY:other,14.0
What is a glory hole ?,DESC:def,7.0
What kind of education would you need to become an athletic trainer for the NFL ?,ENTY:other,14.0
What are the major companies that are part of Dow Jones ?,HUM:gr,5.0
What college did Joe Namath play football for ?,HUM:gr,5.0
What was the minimum wage in 1991 ?,NUM:money,26.0
What country is the biggest producer of tungsten ?,LOC:country,19.0
How does it make its colors ?,DESC:manner,0.0
What would happen to Canada if Quebec separated ?,DESC:desc,12.0
When is the Jimmy Buffett concert coming to the E center in Camden NJ ?,NUM:date,8.0
What is ` Last Chance for Animals ' ?,DESC:desc,12.0
What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?,LOC:country,19.0
What is the weather like on the moon ?,DESC:desc,12.0
Who was the 1st U.S. President ?,HUM:ind,4.0
"What is the main language of Sao Paulo , Brazil ?",ENTY:lang,40.0
How much did Varian Associates try to sell its vacuum products division to the BOC group for ?,NUM:money,26.0
What is the abbreviation of the International Olympic Committee ?,ABBR:abb,36.0
How many people hike ?,NUM:count,13.0
What are boxcars ?,DESC:def,7.0
How do I keep cats out of my flower garden for good ?,DESC:manner,0.0
Who played Maria in the film West Side Story ?,HUM:ind,4.0
What is a common anti-AIDS drug ?,ENTY:dismed,24.0
Who bestowed great power upon Captain Britain ?,HUM:ind,4.0
How can you tell when figs are ripe ?,DESC:manner,0.0
How do I love thee ?,DESC:manner,0.0
Which type of soda has the greatest amount of caffeine ?,ENTY:food,18.0
What nationality is a Sicilian ?,LOC:country,19.0
What is the most common boy 's or girl 's name ?,HUM:ind,4.0
"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?",HUM:ind,4.0
What color was the hundred billionth crayon made by Crayola ?,ENTY:color,20.0
What soft drink tells us to `` Go Hawaiian '' ?,ENTY:food,18.0
How does a hydroelectric dam work ?,DESC:manner,0.0
What is the oldest building in the United States ?,LOC:other,16.0
What is the West Virginia state animal ?,ENTY:animal,2.0
How many people died on South Carolina highways in 1998 ?,NUM:count,13.0
What are binomial coefficients ?,DESC:def,7.0
What was The Living Room War ?,DESC:def,7.0
What are some translations of the phrase `` Thank-you '' ?,ENTY:termeq,21.0
What is President Nixon 's birthdate ?,NUM:date,8.0
What is `` the great American family cereal '' ?,ENTY:food,18.0
"What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?",DESC:desc,12.0
How many people died in the Vietnam war ?,NUM:count,13.0
What year did Montana become a state ?,NUM:date,8.0
When was the USSR dissolved ?,NUM:date,8.0
Why are there letters on the telephone ? Why are there no Q or Z ?,DESC:reason,9.0
What Japanese city was once called Edo ?,LOC:city,22.0
Who did the Seven Mules block for ?,HUM:ind,4.0
What is the world 's largest distilling company ?,HUM:gr,5.0
"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?",HUM:ind,4.0
Where is one 's corpus callosum found ?,LOC:other,16.0
Who did Napolean defeat at Jena and Auerstadt ?,HUM:ind,4.0
What household products are there for adult acne ?,ENTY:product,27.0
What British prime minister and U.S. president were seventh cousins once-removed ?,HUM:ind,4.0
What is the most expensive car in the world ?,ENTY:product,27.0
What is an Angelus ?,DESC:def,7.0
How many objects orbit the Earth ?,NUM:count,13.0
What was the tragedy that struck the city of Dogtown in 1899 ?,ENTY:event,10.0
What 's the oldest capital city in the Americas ?,LOC:city,22.0
What Leon Uris novel dealt with the Russian capture of Berlin ?,ENTY:cremat,1.0
"What is the location of Edinburgh , Scotland ?",LOC:other,16.0
How many muscles does the average adult use when going for a walk ?,NUM:count,13.0
How long do you have to live in a community to vote ?,NUM:period,28.0
What was the name of the Titanic 's captain ?,HUM:ind,4.0
Name of heroine in `` Scruples '' ?,HUM:ind,4.0
How big is the Chappellet vineyard ?,NUM:volsize,33.0
Jackson Pollock was a native of what country ?,LOC:country,19.0
What makes sperm ?,DESC:reason,9.0
How do I know how much money to save for retirement ?,DESC:manner,0.0
What does the dot on the letter i mean ?,DESC:def,7.0
Who wrote The Godfather ?,HUM:ind,4.0
What is the origin of the term soda jerk ?,DESC:desc,12.0
What is the frequency of VHF ?,NUM:other,37.0
